name,calories,protein,fat,carbohydrate,fiber,sugars,sodium,cholesterol,vitamin_c,calcium,category
"MURRAY, Coconut Bars Cookies, COOKIE JAR CLASSICS",461,7.1,15.7,73.9,2.0,22.6,0.0,0.0,0.0,0.0,Balanced
"Carrots, solids and liquids, regular pack, canned",23,0.58,0.14,5.37,1.8,2.46,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw (Alaska Native), king (chinook), salmon",187,20.25,11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beverages, prepared with water, powder, Cocoa mix",55,0.92,0.55,11.54,0.5,9.03,0.0,0.0,0.0,0.0,Balanced
"Cream puff, iced, custard or cream filled, eclair",334,4.41,18.52,37.43,0.9,22.05,0.0,0.0,0.0,0.0,Balanced
"Babyfood, prepared with whole milk, mixed, cereal",96,4.14,3.38,12.3,0.8,4.78,0.0,0.0,0.0,0.0,Balanced
"Muffin, low-fat, commercially prepared, blueberry",255,4.23,4.22,50.05,4.2,27.05,0.0,0.0,0.0,0.0,Balanced
"Salad dressing, reduced calorie, italian dressing",200,0.3,20.0,6.7,0.2,1.94,0.0,0.0,0.0,0.0,Low-Carb
"Cream, light (coffee cream or table cream), fluid",191,2.96,19.1,2.82,0.0,3.67,0.0,0.0,0.0,0.0,Low-Carb
"Turkey, roasted, meat only, from whole bird, back",173,27.71,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Prairie Turnips, boiled (Northern Plains Indians)",129,1.64,0.32,29.99,7.2,4.74,0.0,0.0,0.0,0.0,High-Fiber
"Yogurt, with low calorie sweetener, lowfat, fruit",105,4.86,1.41,18.6,0.0,2.9,0.0,0.0,0.0,0.0,Balanced
"Meat drippings (lard, beef tallow, mutton tallow)",889,0.0,98.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, heated, boneless, separable fat, ham, cured",507,8.77,51.57,2.0,0.0,0.28,0.0,0.0,0.0,0.0,Balanced
"Gravy, ready-to-serve, canned or bottled, chicken",48,0.71,2.62,5.29,0.1,0.3,0.0,0.0,0.0,0.0,Low-Carb
"Lima beans, raw, mature seeds, thin seeded (baby)",335,20.62,0.93,62.83,20.6,8.32,0.0,0.0,0.0,0.0,High-Fiber
"Frozen novelties, POPSICLE SCRIBBLERS, juice type",81,0.0,0.24,19.68,0.0,14.57,0.0,0.0,0.0,0.0,Balanced
"Ice creams, Butter Pecan, No Sugar Added, BREYERS",180,3.99,10.3,21.3,0.9,5.9,0.0,0.0,0.0,0.0,Balanced
"LOMA LINDA Low Fat Big Franks, unprepared, canned",154,23.1,4.7,4.9,4.1,0.3,0.0,0.0,0.0,0.0,High-Protein
"Beverages, Tropical Blend, V8 SPLASH Juice Drinks",29,0.0,0.0,7.41,0.0,7.41,0.0,0.0,0.0,0.0,Low-Carb
"KEEBLER, Multigrain Crackers, TOPPERS, TOWN HOUSE",462,7.6,18.5,68.4,3.4,13.7,0.0,0.0,0.0,0.0,Balanced
"Salad dressing, milk cream, imitation, mayonnaise",97,2.1,5.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Apples, with added sugar, stewed, sulfured, dried",83,0.2,0.07,20.73,1.9,0.0,0.0,0.0,0.0,0.0,Balanced
"Alcoholic beverage, BUDWEISER SELECT, light, beer",28,0.2,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Seal, raw (Alaska Native), meat, bearded (Oogruk)",110,26.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"WORTHINGTON Vegetarian Burger, unprepared, canned",124,18.6,2.9,6.2,2.7,0.6,0.0,0.0,0.0,0.0,Low-Carb
"Sweet potato, without salt, baked, cooked, frozen",100,1.71,0.12,23.4,1.8,9.17,0.0,0.0,0.0,0.0,Balanced
"Soup, ready-to-serve, canned, beef and vegetables",48,3.18,1.16,6.16,1.2,1.25,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, canned, orange and apricot juice drink",51,0.3,0.1,12.7,0.1,12.06,0.0,0.0,0.0,0.0,Balanced
"USDA Commodity pears, drained, juice pack, canned",51,0.34,0.19,12.91,2.2,8.27,0.0,0.0,0.0,0.0,Balanced
"KEEBLER, bite-size, Chocolate Chip Grahams, GRIPZ",433,7.4,12.9,75.6,11.0,22.8,0.0,0.0,0.0,0.0,High-Fiber
"Chicken, raw, meat only, neck, broilers or fryers",154,17.55,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Pork sausage, unprepared, reduced fat, link/patty",217,16.75,16.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Artichokes, unprepared, frozen, (globe or french)",38,2.63,0.43,7.75,3.9,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cereals, Regular, Instant Oatmeal Organic, QUAKER",367,16.0,6.3,67.0,9.8,1.0,0.0,0.0,0.0,0.0,High-Fiber
"Rice, unenriched, raw, regular, long-grain, white",365,7.13,0.66,79.95,1.3,0.12,0.0,0.0,0.0,0.0,Balanced
"Fast foods, french fried in vegetable oil, potato",312,3.43,14.73,41.44,3.8,0.3,0.0,0.0,0.0,0.0,Balanced
"Bacon, unprepared, reduced/low sodium, pre-sliced",407,12.53,39.27,0.83,0.0,0.83,0.0,0.0,0.0,0.0,Balanced
KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,276,12.0,21.0,9.2,0.3,6.7,0.0,0.0,0.0,0.0,Balanced
"Beverages, Strawberry Banana, V8 SPLASH Smoothies",37,1.22,0.0,8.16,0.0,7.35,0.0,0.0,0.0,0.0,Low-Carb
"T.G.I. FRIDAY'S, from kids' menu, chicken fingers",330,18.11,20.78,17.72,0.9,0.34,0.0,0.0,0.0,0.0,Balanced
"Chicken, raw, meat only, wing, broilers or fryers",126,21.97,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Fast foods, large patty; plain, hamburger; single",311,16.51,16.73,23.16,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, crumbles, cooked, 96% lean / 4% fat, ground",187,30.55,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beverages, bottled, cranberry-apricot juice drink",64,0.2,0.0,16.2,0.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Grapefruit juice, with added calcium, pink or red",38,0.5,0.1,8.69,0.0,8.33,0.0,0.0,0.0,0.0,Low-Carb
"Restaurant, spaghetti and meatballs, family style",170,7.84,8.52,15.51,1.5,2.03,0.0,0.0,0.0,0.0,Balanced
"Spaghetti, canned, with meatballs in tomato sauce",100,4.37,4.11,11.45,2.7,2.91,0.0,0.0,0.0,0.0,Balanced
"Lasagna with meat & sauce, frozen entree, low-fat",101,6.81,2.23,13.5,1.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Sweetener, herbal extract powder from Stevia leaf",0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Babyfood, junior, applesauce and pineapple, fruit",39,0.1,0.1,10.5,1.5,0.0,0.0,0.0,0.0,0.0,Balanced
"Snacks, reduced fat, nacho-flavor, tortilla chips",445,8.7,15.2,71.6,4.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Snacks, made with olestra, fat-free, potato chips",274,7.74,0.7,65.0,6.8,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Snacks, salted, white corn, plain, tortilla chips",472,7.1,20.68,67.78,5.4,0.78,0.0,0.0,0.0,0.0,High-Fiber
"Puddings, prepared with whole milk, dry mix, rice",121,3.25,2.82,20.68,0.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Fruit juice smoothie, ORIGINAL SUPERFOOD, ODWALLA",50,0.63,0.36,11.51,0.6,10.16,0.0,0.0,0.0,0.0,Balanced
"Tofu, prepared with calcium sulfate, regular, raw",76,8.08,4.78,1.87,0.3,0.62,0.0,0.0,0.0,0.0,Low-Carb
"KEEBLER, Peanut Butter Cups Cookies, CHIPS DELUXE",519,6.0,28.9,60.8,2.3,30.2,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, kidneys, variety meats and by-products",99,17.4,3.09,0.29,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Soybeans, steamed, cooked, sprouted, mature seeds",81,8.47,4.45,6.53,0.8,0.52,0.0,0.0,0.0,0.0,Low-Carb
"Spinach, solids and liquids, regular pack, canned",19,2.11,0.37,2.92,1.6,0.33,0.0,0.0,0.0,0.0,Low-Carb
"Puddings, prepared with 2% milk, dry mix, tapioca",105,2.88,1.67,19.56,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Turkey from whole, raw, meat and skin, light meat",161,21.96,7.43,0.15,0.0,0.06,0.0,0.0,0.0,0.0,High-Protein
"Soybeans, with salt, boiled, cooked, mature seeds",172,18.21,8.97,8.36,6.0,2.36,0.0,0.0,0.0,0.0,Low-Carb
"Mollusks, moist heat, cooked, mixed species, clam",148,25.55,1.95,5.13,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cereals ready-to-eat, Raisin Bran Cereal, MALT-O-MEAL",342,7.63,1.87,80.37,10.2,33.04,0.0,0.0,0.0,0.0,High-Fiber
"Radishes, with salt, drained, boiled, cooked, oriental",17,0.67,0.24,3.43,1.6,1.83,0.0,0.0,0.0,0.0,Low-Carb
"Turkey, roasted, with added solution, meat only, whole",140,26.61,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Oil, (over 70%), linoleic, salad or cooking, safflower",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Shortening bread, soybean (hydrogenated) and cottonseed",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Seeds, with salt added, toasted, sunflower seed kernels",619,17.21,56.8,20.59,11.5,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Squash, with salt, baked, cooked, all varieties, winter",37,0.89,0.35,8.85,2.8,3.3,0.0,0.0,0.0,0.0,Low-Carb
"Ice creams, All Natural Light French Chocolate, BREYERS",201,5.3,7.28,29.68,1.0,24.04,0.0,0.0,0.0,0.0,Balanced
"Pork sausage, pan-fried, cooked, reduced fat, link/patty",267,20.94,20.32,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, fast fried, cooked, knuckle, imported, New Zealand",178,27.51,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Oil, (partially hydrogenated), salad or cooking, soybean",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Turkey, 97% fat-free, lemon pepper flavor, smoked, breast",95,20.9,0.69,1.31,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cereals, dry, peach almond, REAL MEDLEYS, oatmeal, QUAKER",387,10.1,9.84,68.61,7.4,24.85,0.0,0.0,0.0,0.0,High-Fiber
"Applesauce, with added ascorbic acid, unsweetened, canned",42,0.17,0.1,11.27,1.1,9.39,0.0,0.0,0.0,0.0,Balanced
"Soup, prepared with equal volume water, canned, green, pea",61,3.2,1.09,9.88,1.9,3.19,0.0,0.0,0.0,0.0,Low-Carb
"Beef, baked, cooked, loaf, 85% lean meat / 15% fat, ground",240,25.93,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Candies, M&M's Peanut Chocolate Candies, MARS SNACKFOOD US",515,9.57,26.13,60.48,3.7,50.75,0.0,0.0,0.0,0.0,Balanced
"Whipped cream substitute, made from powdered mix, dietetic",100,0.9,6.0,10.6,0.0,10.6,0.0,0.0,0.0,0.0,Balanced
"Gooseberries, solids and liquids, light syrup pack, canned",73,0.65,0.2,18.75,2.4,0.0,0.0,0.0,0.0,0.0,Balanced
"Cereals ready-to-eat, Golden Maple, QUAKER Oatmeal Squares",380,11.3,4.83,78.04,8.3,16.82,0.0,0.0,0.0,0.0,High-Fiber
"Beef, baked, cooked, loaf, 70% lean meat / 30% fat, ground",241,23.87,15.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"CAMPBELL'S CHUNKY Soups, Beef with Country Vegetables Soup",53,3.27,1.22,7.35,1.2,1.63,0.0,0.0,0.0,0.0,Low-Carb
"SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta",147,4.8,3.2,24.8,0.8,2.4,0.0,0.0,0.0,0.0,Balanced
"Puddings, prepared with 2% milk, regular, dry mix, vanilla",101,2.94,1.73,18.53,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Soup, prepared with equal volume water, canned, chili beef",57,2.49,1.24,9.23,1.2,2.49,0.0,0.0,0.0,0.0,Low-Carb
"New Zealand spinach, without salt, drained, boiled, cooked",12,1.3,0.17,2.13,1.4,0.25,0.0,0.0,0.0,0.0,Low-Carb
"Squash, with salt, mashed, boiled, cooked, hubbard, winter",30,1.48,0.37,6.46,2.9,2.93,0.0,0.0,0.0,0.0,Low-Carb
"CAMPBELL'S CHUNKY Soups, Old Fashioned Vegetable Beef Soup",49,3.16,1.23,6.24,1.3,1.15,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, dairy based., powder, natural, Malted drink mix",428,14.29,9.52,71.21,0.1,47.62,0.0,0.0,0.0,0.0,Balanced
"Cereals, dry, apples and cinnamon, Instant Oatmeal, QUAKER",366,8.62,4.61,76.74,8.3,28.87,0.0,0.0,0.0,0.0,High-Fiber
"Cereals, cinnamon, weight control, Instant Oatmeal, QUAKER",361,16.5,6.28,64.21,13.0,1.27,0.0,0.0,0.0,0.0,High-Fiber
"Veal, raw, separable fat, composite of trimmed retail cuts",638,6.02,67.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"HUNGRY MAN, unprepared, frozen, Salisbury Steak With Gravy",136,7.96,8.53,6.96,1.3,0.18,0.0,0.0,0.0,0.0,Low-Carb
"Turkey, bone removed, with skin, cooked, smoked, drumstick",208,27.9,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Mustard greens, with salt, drained, boiled, cooked, frozen",19,2.27,0.25,3.11,2.8,0.32,0.0,0.0,0.0,0.0,Low-Carb
"CAMPBELL'S, condensed, 98% Fat Free Cream of Mushroom Soup",53,1.1,1.98,7.63,1.2,0.25,0.0,0.0,0.0,0.0,Low-Carb
"Cake, with vanilla frosting, commercially prepared, yellow",391,2.99,17.91,56.2,0.3,41.79,0.0,0.0,0.0,0.0,Balanced
"Game meat, broiled, cooked, separable lean only, loin, elk",167,31.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Salad dressing, without salt, reduced fat, french dressing",233,0.58,13.46,29.28,1.1,28.45,0.0,0.0,0.0,0.0,Balanced
"Cookies, with creme filling, vanilla sandwich, gluten-free",493,2.66,20.47,74.61,0.5,46.68,0.0,0.0,0.0,0.0,Balanced
"Peppers, without salt, drained, boiled, cooked, red, sweet",28,0.92,0.2,6.7,1.2,4.39,0.0,0.0,0.0,0.0,Low-Carb
"CAMPBELL'S Red and White, condensed, PHINEAS and FERB Soup",56,2.38,1.59,8.73,0.8,0.79,0.0,0.0,0.0,0.0,Low-Carb
"Corn, without salt, drained, boiled, cooked, yellow, sweet",96,3.41,1.5,20.98,2.4,4.54,0.0,0.0,0.0,0.0,Balanced
"Turkey ham, prepackaged or deli-sliced, extra lean, sliced",124,19.6,3.8,2.93,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chrysanthemum, with salt, drained, boiled, cooked, garland",20,1.64,0.09,4.31,2.3,2.01,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, diet, decaffeinated, ready to drink, black, tea",0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cereals ready-to-eat, KASHI GOLEAN Vanilla Graham Clusters",330,21.5,2.59,70.09,17.3,17.79,0.0,0.0,0.0,0.0,High-Fiber
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolate Almond",375,7.59,5.09,81.5,10.3,27.5,0.0,0.0,0.0,0.0,High-Fiber
"Chicken, raw, meat and skin, drumstick, broilers or fryers",161,18.08,9.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Infant formula, powder, PROTECT PLUS, GOOD START 2, GERBER",501,11.1,25.7,56.3,0.0,56.3,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, all grades, separable lean only, whole, brisket",155,20.72,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Turkey, roasted, with added solution, meat and skin, whole",176,26.09,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"KEEBLER, Original, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",487,6.6,23.1,64.3,2.1,6.8,0.0,0.0,0.0,0.0,Balanced
"Beans, without salt, drained, boiled, cooked, yellow, snap",35,1.89,0.28,7.88,3.3,3.63,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, toddler, beef and tomato sauce, macaroni, dinner",81,4.34,1.9,11.53,1.1,0.37,0.0,0.0,0.0,0.0,Balanced
"HORMEL ALWAYS TENDER, Peppercorn-Flavored, Pork Tenderloin",110,17.21,3.8,1.82,0.0,0.14,0.0,0.0,0.0,0.0,Low-Carb
"Beef, baked, cooked, loaf, 80% lean meat / 20% fat, ground",254,25.25,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cereals ready-to-eat, KELLOGG'S ALL-BRAN Original, KELLOGG",259,13.14,4.9,74.24,29.3,15.69,0.0,0.0,0.0,0.0,High-Fiber
"Pork, raw, separable lean and fat, whole, leg (ham), fresh",245,17.43,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Snacks, TERRA CHIPS, HAIN CELESTIAL GROUP, vegetable chips",517,4.13,29.81,57.97,10.9,9.75,0.0,0.0,0.0,0.0,High-Fiber
"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",540,6.1,31.0,59.9,2.6,26.5,0.0,0.0,0.0,0.0,Balanced
"Alcoholic beverage, prepared from item 14028, whiskey sour",153,0.06,0.06,12.82,0.0,12.78,0.0,0.0,0.0,0.0,Balanced
"Soup, prepared with equal volume milk, canned, oyster stew",55,2.51,3.24,3.99,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Candies, M&M's Almond Chocolate Candies, MARS SNACKFOOD US",522,7.53,27.76,60.5,5.6,49.22,0.0,0.0,0.0,0.0,High-Fiber
"Elk, cooked patties (Shoshone Bannock), ground, free range",143,29.45,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Crackers, sandwich-type with peanut butter filling, cheese",496,12.41,25.12,56.74,3.4,6.98,0.0,0.0,0.0,0.0,Balanced
"Grapefruit juice, OCEAN SPRAY, unsweetened, bottled, white",34,0.58,0.1,7.93,0.8,7.5,0.0,0.0,0.0,0.0,Low-Carb
"Chicken, fried, cooked, meat only, leg, broilers or fryers",208,28.38,9.32,0.65,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Succotash, with cream style corn, canned, (corn and limas)",77,2.64,0.54,17.61,3.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Beans, drained solids, no salt added, canned, yellow, snap",20,1.15,0.1,4.5,1.3,0.78,0.0,0.0,0.0,0.0,Low-Carb
"Strawberries, solids and liquids, heavy syrup pack, canned",92,0.56,0.26,23.53,1.7,21.83,0.0,0.0,0.0,0.0,Balanced
"CAMPBELL'S, condensed, 98% Fat Free Cream of Broccoli Soup",56,1.61,1.61,8.06,1.6,0.81,0.0,0.0,0.0,0.0,Low-Carb
"Squash, without salt, baked, cooked, all varieties, winter",37,0.89,0.35,8.85,2.8,3.3,0.0,0.0,0.0,0.0,Low-Carb
"Yardlong beans, without salt, boiled, cooked, mature seeds",118,8.29,0.45,21.09,3.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Beverages, canned, with added nutrients, Fruit punch drink",47,0.0,0.0,11.94,0.2,11.29,0.0,0.0,0.0,0.0,Balanced
"Cereals ready-to-eat, CINNAMON TOAST CRUNCH, GENERAL MILLS",410,5.45,10.25,77.99,6.8,30.3,0.0,0.0,0.0,0.0,High-Fiber
"Gelatin desserts, with aspartame, reduced calorie, dry mix",198,15.67,0.0,80.21,0.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Potatoes, without salt, flesh, cooked without skin, boiled",86,1.71,0.1,20.01,1.8,0.89,0.0,0.0,0.0,0.0,Balanced
"Tortillas, without added salt, corn, ready-to-bake or -fry",222,5.7,2.5,46.6,5.2,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Restaurant, from kid's menu, chicken fingers, family style",307,18.68,17.45,18.77,1.1,0.33,0.0,0.0,0.0,0.0,Balanced
"Chicken, raw, meat and skin and giblets and neck, roasting",213,17.09,15.46,0.09,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",206,25.65,11.46,0.12,0.0,0.12,0.0,0.0,0.0,0.0,High-Protein
"Crackers, reduced fat, peanut butter filled, sandwich-type",437,8.33,16.67,63.49,2.8,11.11,0.0,0.0,0.0,0.0,Balanced
"Potatoes, dry form, granules with milk, dehydrated, mashed",357,10.9,1.1,77.7,6.6,3.37,0.0,0.0,0.0,0.0,High-Fiber
"Babyfood, dry, with apple and orange, high protein, cereal",374,25.4,6.5,57.6,7.1,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Peas and carrots, solids and liquids, regular pack, canned",38,2.17,0.27,8.48,2.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chicken, raw, and giblets and neck, meat and skin, stewing",251,17.48,19.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Pork, raw, separable lean and fat, boneless, Leg Cap Steak",123,21.64,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"CAMPBELL'S Red and White, condensed, Chicken Alphabet Soup",56,2.38,1.19,9.52,0.8,0.79,0.0,0.0,0.0,0.0,Low-Carb
"MORNINGSTAR FARMS Sesame Chik'n Entree, unprepared, frozen",116,5.3,3.5,17.3,1.3,6.0,0.0,0.0,0.0,0.0,Balanced
"MORNINGSTAR FARMS Buffalo Chik Patties, unprepared, frozen",255,12.1,12.8,25.2,5.1,3.0,0.0,0.0,0.0,0.0,High-Fiber
"Toaster Pastries, Strawberry, KELLOGG'S POP TARTS, KELLOGG",398,4.7,10.5,71.1,1.1,33.0,0.0,0.0,0.0,0.0,Balanced
"Pancakes, incomplete (includes buttermilk), dry mix, plain",355,10.0,1.7,73.6,5.4,2.21,0.0,0.0,0.0,0.0,High-Fiber
"Cereals, dry, Ham 'n' Cheese flavor, Instant Grits, QUAKER",355,10.73,4.68,71.08,4.2,2.69,0.0,0.0,0.0,0.0,Balanced
"Nuts, with salt added, unflavored, wheat-based, formulated",622,13.82,57.7,23.68,5.2,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Soup, prepared with equal volume water, canned, minestrone",34,1.77,1.04,4.66,0.4,0.0,0.0,0.0,0.0,0.0,Low-Carb
"SUBWAY, meatball marinara sub on white bread (no toppings)",219,9.77,8.45,26.01,2.1,4.98,0.0,0.0,0.0,0.0,Balanced
"Coffeecake, prepared, dry mix, cinnamon with crumb topping",318,5.5,9.6,52.8,1.2,29.53,0.0,0.0,0.0,0.0,Balanced
"Cowpeas, without salt, drained, boiled, cooked, leafy tips",22,4.67,0.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Milk, without added vitamin A and vitamin D, 1% fat, fluid",42,3.37,0.97,4.99,0.0,5.2,0.0,0.0,0.0,0.0,Low-Carb
"Soup, prepared with equal volume water, canned, black bean",46,2.42,0.66,7.71,3.4,1.24,0.0,0.0,0.0,0.0,Low-Carb
"Cereals, without salt, cooked with water, enriched, farina",53,1.82,0.34,10.92,0.8,0.76,0.0,0.0,0.0,0.0,Balanced
"Hyacinth beans, without salt, boiled, cooked, mature seeds",117,8.14,0.58,20.69,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Bread, frozen, commercially prepared, whole wheat, paratha",326,6.36,13.2,45.35,9.6,4.15,0.0,0.0,0.0,0.0,High-Fiber
"Sweet Potatoes, unprepared, frozen, crosscut, french fried",209,1.7,11.1,25.52,3.4,6.46,0.0,0.0,0.0,0.0,Balanced
"Potatoes, unprepared, frozen, french fried, yellow fleshed",162,2.47,5.84,25.01,2.2,0.37,0.0,0.0,0.0,0.0,Balanced
"Cereals ready-to-eat, MOTHER'S Cinnamon Oat Crunch, QUAKER",382,10.6,4.56,79.79,8.1,25.37,0.0,0.0,0.0,0.0,High-Fiber
"Cheese, fat-free, cheddar or American, pasteurized process",148,22.5,0.8,13.4,0.0,9.95,0.0,0.0,0.0,0.0,High-Protein
"Cauliflower, without salt, drained, boiled, cooked, frozen",19,1.61,0.22,3.75,2.7,1.05,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, milk based, mocha, iced, ready to drink, coffee",60,1.48,0.98,11.42,0.0,9.23,0.0,0.0,0.0,0.0,Balanced
"Macaroni and cheese, unprepared, box mix with cheese sauce",334,12.73,10.67,46.66,1.8,6.43,0.0,0.0,0.0,0.0,Balanced
"Pork, unheated, canned, extra lean and regular, ham, cured",144,17.97,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468,5.17,17.55,72.23,1.8,32.64,0.0,0.0,0.0,0.0,Balanced
"Snacks, mixed flavors, crunchy, KASHI TLC Bar, granola bar",446,15.0,15.0,62.78,10.0,20.0,0.0,0.0,0.0,0.0,High-Fiber
"Beverages, lemon, ready-to-drink, black, tea, LIPTON BRISK",35,0.0,0.0,8.81,0.0,8.69,0.0,0.0,0.0,0.0,Low-Carb
"Macaroni or noodles with cheese, unprepared, microwaveable",388,11.48,6.56,70.75,1.6,8.2,0.0,0.0,0.0,0.0,Balanced
"Chicken, raw, meat and skin, dark meat, broilers or fryers",237,16.69,18.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Turkey, roasted, cooked, meat and skin, wing, retail parts",235,28.74,13.29,0.13,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",298,5.4,8.02,51.15,5.5,11.3,0.0,0.0,0.0,0.0,High-Fiber
"Beans, without salt, boiled, cooked, mature seeds, yellow",144,9.16,1.08,25.28,10.4,0.34,0.0,0.0,0.0,0.0,High-Fiber
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",115,13.24,5.9,2.16,1.2,1.1,0.0,0.0,0.0,0.0,Low-Carb
"KELLOGG'S, Frosted Wild Grape Toaster Pastries, POP-TARTS",390,4.1,9.8,71.8,1.3,30.5,0.0,0.0,0.0,0.0,Balanced
"Beverages, CRYSTAL GEYSER, non-carbonated, bottled, water",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fast foods, and sausage, cheese, with egg, english muffin",286,13.38,18.1,17.44,0.2,1.49,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, select, separable lean and fat, chuck for stew",124,21.9,3.99,0.21,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, choice, separable lean and fat, chuck for stew",130,21.64,4.81,0.12,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cereals ready-to-eat, SPECIAL K Vanilla Almond, KELLOGG'S",366,7.8,4.0,83.0,9.6,29.2,0.0,0.0,0.0,0.0,High-Fiber
"Pork, raw, separable lean and fat, whole, shoulder, fresh",236,17.18,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
